# Electric power consumption in Hakusan campus [kWh]  
Date,"bldg_1","bldg_2&3","bldg_4","bldg_5","bldg_6","bldg_7","bldg_8&9","bldg_10","Hosui-kaikan","Total"
2014/12/19,9280 ,10630 ,2400 ,2200 ,7700 ,132 ,4810 ,0 ,661 ,38717 
2014/12/20,8580 ,9090 ,2100 ,2100 ,6600 ,91 ,3790 ,0 ,307 ,33424 
2014/12/21,5000 ,6550 ,1500 ,2000 ,3200 ,89 ,1940 ,0 ,203 ,21093 
2014/12/22,8970 ,10540 ,2200 ,1700 ,7400 ,132 ,4830 ,0 ,541 ,36917 
2014/12/23,4150 ,5120 ,1500 ,1300 ,3300 ,89 ,2220 ,0 ,133 ,18240 
2014/12/24,2590 ,5520 ,1000 ,1200 ,2400 ,91 ,2320 ,0 ,227 ,15808 
2014/12/25,2370 ,5400 ,1200 ,1200 ,2500 ,89 ,2350 ,0 ,290 ,15760 
2014/12/26,2510 ,5330 ,1200 ,1100 ,2300 ,89 ,2170 ,0 ,177 ,15264 
2014/12/27,2530 ,4950 ,1000 ,1100 ,2100 ,94 ,2090 ,0 ,115 ,14406 
2014/12/28,2510 ,4770 ,1200 ,1100 ,2100 ,103 ,2140 ,0 ,155 ,14279 
2014/12/29,900 ,2700 ,500 ,500 ,1500 ,70 ,870 ,0 ,80 ,7343 
2014/12/30,2290 ,4900 ,800 ,1000 ,2100 ,84 ,1650 ,0 ,109 ,13331 
2014/12/31,1250 ,4700 ,900 ,1100 ,2100 ,86 ,1640 ,0 ,109 ,12189 
2015/1/1,1370 ,4580 ,700 ,1100 ,2000 ,91 ,1550 ,0 ,116 ,11707 
2015/1/2,2150 ,4530 ,700 ,1000 ,2000 ,89 ,1580 ,0 ,123 ,12422 
2015/1/3,2100 ,4880 ,800 ,1000 ,2000 ,91 ,1950 ,0 ,107 ,13283 
2015/1/4,2030 ,4740 ,900 ,1000 ,2400 ,89 ,1750 ,0 ,120 ,13295 
2015/1/5,10020 ,11730 ,2300 ,2200 ,8800 ,125 ,5330 ,0 ,575 ,41976 
2015/1/6,9020 ,10960 ,2300 ,2000 ,8500 ,115 ,4880 ,0 ,543 ,39287 
2015/1/7,9120 ,11050 ,2400 ,1800 ,8400 ,118 ,5160 ,0 ,679 ,39615 
2015/1/8,9350 ,10760 ,2300 ,1900 ,8300 ,144 ,4960 ,0 ,751 ,39349 
2015/1/9,9560 ,10640 ,2300 ,2000 ,8000 ,125 ,4920 ,0 ,630 ,39064 
2015/1/10,8750 ,8950 ,2100 ,1900 ,6300 ,122 ,3710 ,0 ,289 ,32825 
2015/1/11,4500 ,6390 ,1000 ,1400 ,3000 ,89 ,2270 ,0 ,139 ,19293 
2015/1/12,3420 ,5830 ,1500 ,1400 ,2800 ,94 ,2240 ,0 ,148 ,17946 
2015/1/13,9860 ,10970 ,2200 ,2200 ,8500 ,122 ,5080 ,0 ,606 ,40466 
2015/1/14,9470 ,11090 ,2300 ,2100 ,8200 ,130 ,4860 ,0 ,653 ,39788 
2015/1/15,9360 ,10700 ,2200 ,2200 ,8400 ,139 ,5260 ,0 ,689 ,39851 
2015/1/16,9220 ,10510 ,2200 ,1800 ,7700 ,106 ,4710 ,0 ,565 ,37549 
2015/1/17,8750 ,8840 ,1900 ,1500 ,6000 ,146 ,3440 ,0 ,339 ,31800 
2015/1/18,3490 ,6430 ,1100 ,1100 ,2400 ,86 ,2040 ,0 ,133 ,17106 
2015/1/19,9440 ,10820 ,2300 ,1800 ,8200 ,125 ,5020 ,0 ,666 ,39205 
2015/1/20,9450 ,10790 ,2200 ,1900 ,7900 ,132 ,4700 ,0 ,696 ,38637 
2015/1/21,9130 ,10400 ,2100 ,1600 ,7300 ,115 ,4550 ,0 ,596 ,36697 
2015/1/22,8120 ,9330 ,2100 ,1800 ,7200 ,130 ,4930 ,0 ,720 ,35097 
2015/1/23,7930 ,9000 ,2100 ,1700 ,6700 ,122 ,4900 ,0 ,511 ,33804 
2015/1/24,6860 ,2000 ,2000 ,1500 ,5400 ,110 ,4790 ,0 ,248 ,30874 
2015/1/25,2210 ,5360 ,1200 ,1100 ,3500 ,89 ,2270 ,0 ,125 ,16297 
2015/1/26,7290 ,8850 ,2100 ,1600 ,6600 ,125 ,4950 ,0 ,548 ,32506 
2015/1/27,6560 ,8630 ,2000 ,1600 ,6900 ,113 ,4530 ,0 ,508 ,31562 
2015/1/28,7590 ,8950 ,2100 ,1700 ,6800 ,118 ,4840 ,0 ,628 ,33477 
2015/1/29,8180 ,9000 ,1900 ,1700 ,5800 ,127 ,4530 ,0 ,550 ,32623 
2015/1/30,8270 ,9600 ,2100 ,1700 ,6300 ,127 ,4300 ,0 ,860 ,34030 
2015/1/31,8200 ,8360 ,1700 ,1400 ,5100 ,96 ,3630 ,0 ,332 ,29563 
2015/2/1,4840 ,5230 ,1100 ,1100 ,3600 ,84 ,1980 ,0 ,304 ,18690 
2015/2/2,7780 ,9160 ,1900 ,1500 ,6300 ,110 ,4170 ,0 ,757 ,32333 
2015/2/3,7760 ,8930 ,1900 ,1900 ,6500 ,118 ,4680 ,0 ,687 ,33247 
2015/2/4,7500 ,8680 ,1800 ,1600 ,5900 ,125 ,4150 ,0 ,812 ,31362 
2015/2/5,6760 ,7150 ,2000 ,2100 ,4900 ,86 ,4010 ,0 ,751 ,28421 
2015/2/6,4860 ,7130 ,1600 ,1500 ,4400 ,103 ,4020 ,0 ,671 ,24895 
2015/2/7,5450 ,5970 ,900 ,1200 ,3600 ,82 ,2760 ,0 ,518 ,20944 
2015/2/8,4900 ,5160 ,900 ,1200 ,3400 ,89 ,2140 ,0 ,386 ,18651 
2015/2/9,5320 ,7310 ,900 ,1500 ,4700 ,86 ,3600 ,0 ,881 ,24865 
2015/2/10,4890 ,6960 ,1000 ,1400 ,4700 ,89 ,3410 ,0 ,707 ,23791 
2015/2/11,4130 ,5640 ,1100 ,1300 ,3400 ,84 ,2370 ,0 ,380 ,18806 
2015/2/12,5340 ,7490 ,1700 ,1700 ,5500 ,115 ,3520 ,0 ,666 ,26630 
2015/2/13,6610 ,7490 ,1800 ,1500 ,4900 ,91 ,3880 ,0 ,647 ,27518 
2015/2/14,5410 ,7100 ,1500 ,1300 ,4300 ,82 ,2830 ,0 ,420 ,23617 
2015/2/15,3910 ,5280 ,1300 ,1100 ,2600 ,86 ,1840 ,0 ,141 ,16660 
2015/2/16,5720 ,8640 ,1700 ,1700 ,5200 ,94 ,3360 ,0 ,722 ,27827 
2015/2/17,5540 ,7550 ,1900 ,1700 ,4700 ,89 ,3920 ,0 ,791 ,26849 
2015/2/18,5740 ,8380 ,1700 ,1600 ,5200 ,94 ,4270 ,0 ,580 ,28514 
2015/2/19,5560 ,8120 ,1900 ,1700 ,4600 ,89 ,3860 ,0 ,680 ,27230 
2015/2/20,6270 ,8190 ,1800 ,2200 ,5500 ,86 ,3480 ,0 ,615 ,28796 
2015/2/21,6530 ,6840 ,1700 ,2000 ,4300 ,84 ,2520 ,0 ,355 ,25018 
2015/2/22,3420 ,5160 ,1200 ,1200 ,2700 ,96 ,1820 ,0 ,139 ,16031 
2015/2/23,4490 ,7730 ,1600 ,1800 ,4100 ,96 ,3870 ,0 ,433 ,24735 
2015/2/24,4820 ,7530 ,1600 ,1400 ,4100 ,122 ,3910 ,0 ,718 ,24836 
2015/2/25,4860 ,7600 ,1600 ,1500 ,4600 ,84 ,3150 ,0 ,517 ,24493 
2015/2/26,3440 ,6420 ,1000 ,1300 ,3300 ,96 ,3750 ,0 ,623 ,20469 
2015/2/27,4230 ,6300 ,1200 ,1300 ,3800 ,84 ,3090 ,0 ,616 ,21201 
2015/2/28,4590 ,7290 ,1500 ,1600 ,3500 ,84 ,3080 ,0 ,267 ,22441 
2015/3/1,4690 ,6290 ,1200 ,1800 ,2600 ,91 ,1940 ,0 ,133 ,18704 
2015/3/2,5080 ,7590 ,1600 ,1800 ,4200 ,106 ,4070 ,0 ,547 ,25052 
2015/3/3,6110 ,7620 ,1700 ,1800 ,4700 ,82 ,4150 ,0 ,610 ,26792 
2015/3/4,3460 ,5950 ,1000 ,1300 ,3200 ,86 ,3190 ,0 ,617 ,18783 
2015/3/5,3730 ,6050 ,900 ,1300 ,3400 ,82 ,3130 ,0 ,581 ,19103 
2015/3/6,3810 ,5810 ,1200 ,1200 ,4000 ,77 ,3240 ,0 ,540 ,20947 
2015/3/7,5880 ,7180 ,1900 ,1400 ,4200 ,86 ,3750 ,0 ,388 ,24714 
2015/3/8,4780 ,4880 ,1300 ,1100 ,2500 ,84 ,1830 ,0 ,180 ,16634 
2015/3/9,5220 ,8030 ,1700 ,1800 ,4400 ,89 ,3930 ,0 ,500 ,25679 
2015/3/10,5310 ,7840 ,1700 ,2000 ,4500 ,77 ,4030 ,0 ,454 ,25930 
2015/3/11,5920 ,7530 ,1800 ,2000 ,4700 ,77 ,3770 ,0 ,509 ,26376 
2015/3/12,5700 ,7530 ,1700 ,1900 ,4100 ,82 ,4240 ,0 ,396 ,25578 
2015/3/13,5530 ,7410 ,1500 ,1500 ,4600 ,77 ,3990 ,0 ,388 ,25045 
2015/3/14,4090 ,7330 ,1300 ,1400 ,3900 ,79 ,3240 ,0 ,379 ,21648 
2015/3/15,3880 ,4740 ,1200 ,1500 ,2500 ,72 ,1830 ,0 ,140 ,15972 
2015/3/16,5170 ,7530 ,1400 ,1600 ,4300 ,89 ,3890 ,0 ,357 ,24316 
2015/3/17,4740 ,7130 ,1600 ,1600 ,4300 ,94 ,3840 ,0 ,328 ,23641 
2015/3/18,3990 ,7100 ,1400 ,1600 ,4100 ,86 ,3530 ,0 ,334 ,22170 
2015/3/19,4500 ,7230 ,1400 ,1800 ,4200 ,115 ,3680 ,0 ,329 ,23225 
2015/3/20,4010 ,7140 ,1500 ,1600 ,4000 ,89 ,3400 ,0 ,342 ,22101 
2015/3/21,3350 ,5170 ,1000 ,1700 ,2900 ,74 ,2290 ,0 ,119 ,16594 
2015/3/22,2540 ,4490 ,1100 ,1400 ,2400 ,74 ,1940 ,0 ,155 ,14039 
2015/3/23,4270 ,7120 ,1700 ,1300 ,4700 ,74 ,3410 ,0 ,378 ,23002 
2015/3/24,3630 ,7220 ,1600 ,1400 ,3800 ,82 ,3140 ,0 ,413 ,21224 
2015/3/25,4240 ,7470 ,1300 ,1500 ,4200 ,82 ,3300 ,0 ,454 ,22536 
2015/3/26,3580 ,7230 ,1400 ,1500 ,4000 ,74 ,3200 ,0 ,438 ,21462 
2015/3/27,3740 ,6940 ,1500 ,1800 ,4700 ,72 ,2820 ,0 ,350 ,21932 
2015/3/28,2800 ,5110 ,1400 ,1800 ,2700 ,74 ,1830 ,0 ,213 ,15927 
2015/3/29,1680 ,4540 ,1300 ,1000 ,2300 ,79 ,1390 ,0 ,146 ,12476 
2015/3/30,2700 ,7010 ,1500 ,1800 ,3300 ,79 ,2940 ,0 ,331 ,19600 
2015/3/31,2590 ,6890 ,1400 ,1200 ,3400 ,82 ,3310 ,0 ,286 ,19095 
2015/4/1,3840 ,7370 ,1300 ,1300 ,5273 ,86 ,3310 ,0 ,305 ,23271 
2015/4/2,3840 ,7660 ,1600 ,2100 ,5313 ,79 ,3460 ,0 ,267 ,24873 
2015/4/3,3930 ,7360 ,1700 ,1900 ,6243 ,89 ,3340 ,0 ,278 ,25424 
2015/4/4,4940 ,7250 ,1600 ,2000 ,5162 ,77 ,3420 ,0 ,188 ,25221 
2015/4/5,1890 ,4560 ,900 ,1700 ,2775 ,86 ,1720 ,0 ,145 ,14138 
2015/4/6,2680 ,6990 ,1200 ,1300 ,3883 ,98 ,3220 ,0 ,307 ,20144 
2015/4/7,4950 ,7840 ,1700 ,1400 ,6081 ,84 ,3950 ,0 ,361 ,26927 
2015/4/8,7410 ,9830 ,2100 ,2400 ,7755 ,108 ,4570 ,0 ,513 ,35512 
2015/4/9,6510 ,9090 ,2000 ,1800 ,7409 ,130 ,4260 ,0 ,521 ,32443 
2015/4/10,7080 ,9000 ,2200 ,1700 ,7166 ,122 ,4290 ,0 ,515 ,32772 
2015/4/11,5520 ,7770 ,1600 ,1400 ,5237 ,132 ,3350 ,0 ,222 ,25837 
2015/4/12,1920 ,4750 ,900 ,1600 ,2280 ,82 ,1660 ,0 ,146 ,13706 
2015/4/13,7190 ,9540 ,2000 ,1900 ,7473 ,122 ,4200 ,0 ,551 ,33702 
2015/4/14,6510 ,9060 ,2000 ,2000 ,7282 ,134 ,4240 ,0 ,383 ,32383 
2015/4/15,4290 ,8820 ,2000 ,1700 ,7176 ,113 ,3730 ,0 ,314 ,28746 
2015/4/16,3940 ,8470 ,1800 ,1600 ,7205 ,134 ,3800 ,0 ,284 ,27861 
2015/4/17,4010 ,8420 ,2000 ,1700 ,7123 ,122 ,3590 ,0 ,304 ,27811 
2015/4/18,3250 ,7680 ,1700 ,1400 ,5138 ,110 ,2850 ,0 ,191 ,22829 
2015/4/19,1580 ,5030 ,1200 ,1000 ,2340 ,94 ,1480 ,0 ,142 ,13202 
2015/4/20,3880 ,8650 ,1900 ,1700 ,6893 ,130 ,3650 ,0 ,311 ,27683 
2015/4/21,3990 ,8580 ,2000 ,2000 ,7159 ,122 ,3650 ,0 ,302 ,28475 
2015/4/22,3900 ,8570 ,1900 ,1700 ,7337 ,122 ,3550 ,0 ,311 ,27913 
2015/4/23,4020 ,8550 ,1900 ,1600 ,7397 ,139 ,3480 ,0 ,327 ,28048 
2015/4/24,4070 ,8680 ,2000 ,1700 ,7279 ,125 ,3430 ,0 ,305 ,28207 
2015/4/25,3170 ,7610 ,1600 ,1300 ,5503 ,110 ,2870 ,0 ,254 ,22939 
2015/4/26,1790 ,5770 ,1200 ,1000 ,2256 ,86 ,1380 ,0 ,142 ,13950 
2015/4/27,3830 ,8640 ,2000 ,1500 ,7474 ,120 ,3590 ,0 ,292 ,28028 
2015/4/28,4030 ,9010 ,2000 ,1600 ,7730 ,132 ,3500 ,0 ,347 ,28966 
2015/4/29,4100 ,8570 ,2000 ,1600 ,7666 ,108 ,3110 ,0 ,191 ,27885 
2015/4/30,3960 ,8550 ,2100 ,1600 ,7742 ,142 ,3240 ,0 ,304 ,28196 
2015/5/1,4030 ,9060 ,2200 ,1700 ,7781 ,125 ,3080 ,0 ,325 ,28869 
2015/5/2,3220 ,7930 ,1900 ,1300 ,5726 ,130 ,2640 ,0 ,269 ,23670 
2015/5/3,2020 ,4830 ,1400 ,1000 ,2429 ,86 ,1350 ,0 ,133 ,13587 
2015/5/4,2000 ,4980 ,1400 ,1100 ,2467 ,91 ,1430 ,0 ,136 ,13981 
2015/5/5,1720 ,5280 ,1400 ,1200 ,2604 ,98 ,1490 ,0 ,131 ,14173 
2015/5/6,5870 ,8500 ,2000 ,1400 ,6963 ,89 ,2950 ,0 ,209 ,28656 
2015/5/7,5540 ,9080 ,2000 ,1600 ,7363 ,113 ,3310 ,0 ,330 ,29943 
2015/5/8,7140 ,9160 ,2300 ,2000 ,7795 ,127 ,3680 ,0 ,368 ,33319 
2015/5/9,3280 ,7830 ,1800 ,1300 ,5760 ,110 ,2670 ,0 ,227 ,23495 
2015/5/10,1760 ,4820 ,1400 ,1100 ,2474 ,72 ,1410 ,0 ,203 ,13510 
2015/5/11,3780 ,9200 ,2200 ,1600 ,7584 ,101 ,3550 ,0 ,339 ,28960 
2015/5/12,3910 ,9450 ,2100 ,1700 ,7678 ,125 ,3630 ,0 ,304 ,29546 
2015/5/13,7350 ,9990 ,2300 ,1700 ,8294 ,84 ,3680 ,0 ,419 ,34627 
2015/5/14,7190 ,9830 ,2300 ,1700 ,7716 ,139 ,3780 ,0 ,367 ,33755 
2015/5/15,7740 ,10140 ,2500 ,1700 ,7486 ,137 ,3740 ,0 ,377 ,34595 
2015/5/16,4570 ,8450 ,2100 ,1400 ,5520 ,134 ,2990 ,0 ,205 ,25926 
2015/5/17,8100 ,5130 ,1400 ,1600 ,3175 ,89 ,1400 ,0 ,140 ,15440 
2015/5/18,5630 ,9890 ,2300 ,1800 ,7546 ,125 ,3780 ,0 ,366 ,32154 
2015/5/19,5950 ,9910 ,2200 ,2100 ,7603 ,137 ,4030 ,0 ,341 ,32976 
2015/5/20,7810 ,10340 ,2500 ,1800 ,7858 ,101 ,4190 ,0 ,425 ,35935 
2015/5/21,5590 ,9980 ,2400 ,1800 ,7574 ,142 ,3640 ,0 ,383 ,32201 
2015/5/22,6540 ,9960 ,2400 ,1900 ,7469 ,118 ,3810 ,0 ,364 ,33255 
2015/5/23,4300 ,8930 ,2100 ,1400 ,5700 ,118 ,3260 ,0 ,320 ,26791 
2015/5/24,1590 ,4890 ,1700 ,1400 ,2210 ,89 ,1730 ,0 ,176 ,14156 
2015/5/25,6030 ,9920 ,2300 ,2000 ,7414 ,118 ,4100 ,0 ,362 ,32960 
2015/5/26,8130 ,10450 ,2300 ,1900 ,7764 ,115 ,4000 ,0 ,382 ,35907 
2015/5/27,7350 ,10640 ,2600 ,2100 ,8064 ,103 ,4490 ,0 ,398 ,36503 
2015/5/28,7010 ,10480 ,2400 ,2100 ,7893 ,127 ,4300 ,0 ,407 ,35584 
2015/5/29,4680 ,9920 ,2400 ,2100 ,7752 ,115 ,3930 ,0 ,353 ,31966 
2015/5/30,6410 ,9190 ,2100 ,1400 ,6166 ,120 ,3470 ,0 ,254 ,29819 
2015/5/31,2760 ,6440 ,1400 ,1500 ,2849 ,89 ,1640 ,0 ,247 ,17275 
2015/6/1,5470 ,10520 ,2300 ,2100 ,7910 ,120 ,3990 ,0 ,379 ,33586 
2015/6/2,5750 ,10420 ,2500 ,2200 ,8076 ,137 ,4140 ,0 ,428 ,34463 
2015/6/3,5560 ,9930 ,2600 ,2200 ,7772 ,127 ,4160 ,0 ,432 ,33472 
2015/6/4,5470 ,10050 ,2200 ,1900 ,7651 ,144 ,3960 ,0 ,415 ,32564 
2015/6/5,4470 ,9510 ,2400 ,1700 ,7346 ,125 ,3920 ,0 ,374 ,30850 
2015/6/6,3230 ,8520 ,2000 ,1500 ,5904 ,130 ,2790 ,0 ,223 ,24841 
2015/6/7,2450 ,4830 ,1800 ,1100 ,2547 ,91 ,1530 ,0 ,241 ,14900 
2015/6/8,4960 ,9600 ,2200 ,2000 ,7178 ,122 ,3820 ,0 ,375 ,30955 
2015/6/9,5430 ,9680 ,2200 ,2000 ,7310 ,139 ,3930 ,0 ,394 ,31863 
2015/6/10,5360 ,10180 ,2600 ,1800 ,7587 ,115 ,4000 ,0 ,460 ,32849 
2015/6/11,5220 ,9800 ,2400 ,1900 ,7555 ,149 ,4020 ,0 ,421 ,32131 
2015/6/12,5530 ,9790 ,2500 ,1700 ,7466 ,144 ,3730 ,0 ,353 ,32006 
2015/6/13,4710 ,8770 ,2100 ,2000 ,6562 ,144 ,4040 ,0 ,185 ,29183 
2015/6/14,3050 ,6080 ,1800 ,1600 ,3763 ,101 ,2340 ,0 ,131 ,19309 
2015/6/15,5640 ,10070 ,2600 ,1900 ,7788 ,122 ,4360 ,0 ,501 ,33796 
2015/6/16,5630 ,10130 ,2300 ,1900 ,8045 ,134 ,4470 ,0 ,511 ,33869 
2015/6/17,5640 ,10200 ,2400 ,1900 ,7666 ,127 ,4450 ,0 ,492 ,33662 
2015/6/18,5310 ,9800 ,2400 ,1800 ,7646 ,151 ,4100 ,0 ,451 ,32358 
2015/6/19,4850 ,9430 ,2600 ,2100 ,7339 ,132 ,3520 ,0 ,382 ,31013 
2015/6/20,4240 ,8560 ,1900 ,1400 ,4505 ,130 ,3160 ,0 ,232 ,24786 
2015/6/21,3100 ,6030 ,1500 ,1400 ,4546 ,106 ,1460 ,0 ,238 ,18809 
2015/6/22,5150 ,9690 ,2500 ,1800 ,7557 ,122 ,3870 ,0 ,449 ,31778 
2015/6/23,5410 ,10030 ,2300 ,1800 ,8011 ,132 ,3950 ,0 ,414 ,32859 
2015/6/24,5640 ,10140 ,2600 ,2100 ,8012 ,122 ,3960 ,0 ,421 ,33762 
2015/6/25,5780 ,10240 ,2500 ,1800 ,8157 ,170 ,4280 ,0 ,448 ,34132 
2015/6/26,5250 ,9940 ,2600 ,1800 ,7798 ,149 ,4040 ,0 ,346 ,32639 
2015/6/27,4470 ,8670 ,2100 ,1500 ,5971 ,144 ,2930 ,0 ,235 ,26588 
2015/6/28,2470 ,6120 ,1600 ,1400 ,2690 ,86 ,1820 ,0 ,166 ,16810 
2015/6/29,5350 ,9850 ,2500 ,1800 ,7416 ,120 ,3740 ,0 ,389 ,31819 
2015/6/30,5250 ,10200 ,2300 ,1700 ,7611 ,130 ,3870 ,0 ,449 ,32270 
2015/7/1,4950 ,9990 ,2500 ,1700 ,7562 ,132 ,3790 ,0 ,415 ,31773 
2015/7/2,5400 ,9980 ,2500 ,1700 ,7745 ,202 ,3880 ,0 ,466 ,32589 
2015/7/3,5630 ,9960 ,2500 ,1900 ,7719 ,137 ,3920 ,0 ,387 ,32902 
2015/7/4,4360 ,8930 ,2300 ,1900 ,6230 ,127 ,3500 ,0 ,356 ,28346 
2015/7/5,2420 ,6200 ,1400 ,1600 ,2645 ,106 ,1390 ,0 ,196 ,16414 
2015/7/6,4710 ,9850 ,2200 ,1600 ,7430 ,132 ,3670 ,0 ,406 ,30691 
2015/7/7,4820 ,10210 ,2400 ,1700 ,7675 ,139 ,4170 ,0 ,367 ,32172 
2015/7/8,5070 ,10260 ,2500 ,1800 ,7829 ,132 ,4240 ,0 ,384 ,32899 
2015/7/9,4730 ,9690 ,2300 ,1600 ,7589 ,154 ,3750 ,0 ,347 ,30938 
2015/7/10,5540 ,10280 ,2500 ,2000 ,7812 ,130 ,3820 ,0 ,436 ,33088 
2015/7/11,4590 ,9290 ,2200 ,1700 ,6288 ,149 ,3460 ,0 ,378 ,28632 
2015/7/12,3450 ,5620 ,1500 ,2000 ,3245 ,108 ,2500 ,0 ,325 ,19282 
2015/7/13,6910 ,11650 ,2800 ,2000 ,9127 ,134 ,4730 ,0 ,566 ,38830 
2015/7/14,7090 ,11990 ,2800 ,2300 ,9497 ,134 ,5330 ,0 ,562 ,40622 
2015/7/15,6990 ,11630 ,2900 ,2200 ,9432 ,115 ,5260 ,0 ,537 ,39940 
2015/7/16,7160 ,10590 ,2800 ,1900 ,9134 ,180 ,4500 ,0 ,595 ,36829 
2015/7/17,6780 ,11400 ,2800 ,2100 ,8496 ,144 ,5230 ,0 ,556 ,38326 
2015/7/18,4310 ,8470 ,2300 ,2000 ,6615 ,192 ,3830 ,0 ,337 ,28710 
2015/7/19,3890 ,7860 ,1700 ,1800 ,6295 ,115 ,3220 ,0 ,270 ,25591 
2015/7/20,7460 ,11460 ,2600 ,2000 ,9254 ,144 ,4660 ,0 ,471 ,38733 
2015/7/21,7500 ,12250 ,2600 ,2200 ,9641 ,218 ,5230 ,0 ,654 ,41237 
2015/7/22,7010 ,12830 ,2900 ,2100 ,9701 ,146 ,5040 ,0 ,601 ,41247 
2015/7/23,7020 ,11700 ,2700 ,1900 ,9391 ,163 ,5140 ,0 ,494 ,39416 
2015/7/24,5930 ,11070 ,2400 ,2400 ,7654 ,146 ,4580 ,0 ,511 ,35498 
2015/7/25,5830 ,10000 ,2400 ,2100 ,6336 ,130 ,4530 ,0 ,351 ,32476 
2015/7/26,3160 ,7560 ,1600 ,1300 ,2741 ,122 ,1930 ,0 ,336 ,19255 
2015/7/27,6910 ,11640 ,2700 ,2500 ,8546 ,132 ,5290 ,0 ,630 ,39284 
2015/7/28,6850 ,10890 ,2600 ,2400 ,8479 ,139 ,4920 ,0 ,624 ,37793 
2015/7/29,6870 ,11340 ,2600 ,2100 ,8431 ,127 ,4820 ,0 ,549 ,37680 
2015/7/30,6570 ,11100 ,2700 ,2100 ,8506 ,130 ,5430 ,0 ,643 ,38187 
2015/7/31,6780 ,11240 ,2700 ,1700 ,8354 ,134 ,5500 ,0 ,663 ,37231 
2015/8/1,4800 ,10200 ,2200 ,1600 ,5873 ,130 ,4480 ,0 ,482 ,30543 
2015/8/2,3330 ,7910 ,1900 ,1200 ,2877 ,96 ,2740 ,0 ,364 ,20927 
2015/8/3,4690 ,10920 ,2300 ,1800 ,4213 ,130 ,5030 ,0 ,700 ,30577 
2015/8/4,4920 ,10620 ,2400 ,1900 ,6470 ,142 ,5300 ,0 ,628 ,33166 
2015/8/5,4780 ,10540 ,2200 ,1600 ,6591 ,154 ,4770 ,0 ,633 ,32103 
2015/8/6,5310 ,10300 ,2200 ,2100 ,6396 ,137 ,4600 ,0 ,652 ,32288 
2015/8/7,4950 ,10480 ,2200 ,1800 ,6151 ,137 ,4810 ,0 ,648 ,32009 
2015/8/8,5090 ,7290 ,1700 ,1400 ,3732 ,127 ,2210 ,0 ,248 ,22091 
2015/8/9,4220 ,6590 ,1600 ,1000 ,2501 ,108 ,1670 ,0 ,260 ,18472 
2015/8/10,5450 ,7640 ,1900 ,1400 ,3552 ,115 ,2150 ,0 ,235 ,22404 
2015/8/11,6110 ,7600 ,1900 ,1400 ,3180 ,139 ,2260 ,0 ,241 ,21305 
2015/8/12,5550 ,7620 ,1800 ,1400 ,3382 ,106 ,2190 ,0 ,253 ,22881 
2015/8/13,5030 ,7380 ,1500 ,1200 ,3218 ,110 ,2160 ,0 ,216 ,21351 
2015/8/14,5060 ,7260 ,1800 ,1200 ,3053 ,108 ,2190 ,0 ,186 ,21427 
2015/8/15,4770 ,7040 ,1400 ,1200 ,2793 ,106 ,1800 ,0 ,218 ,19788 
2015/8/16,3770 ,5680 ,1400 ,1100 ,2540 ,108 ,1780 ,0 ,237 ,17034 
2015/8/17,5430 ,8790 ,1800 ,1600 ,5018 ,113 ,3150 ,0 ,207 ,26771 
2015/8/18,5820 ,9030 ,1800 ,1700 ,5364 ,106 ,3240 ,0 ,232 ,27995 
2015/8/19,4710 ,8870 ,1700 ,1700 ,5076 ,96 ,3570 ,0 ,216 ,26397 
2015/8/20,4120 ,8470 ,2100 ,1600 ,4971 ,118 ,3340 ,0 ,306 ,25641 
2015/8/21,6970 ,8740 ,2200 ,1900 ,6773 ,113 ,3800 ,0 ,287 ,31326 
2015/8/22,7670 ,8390 ,2100 ,1900 ,6460 ,108 ,4190 ,0 ,262 ,31622 
2015/8/23,3350 ,5520 ,1700 ,1000 ,2748 ,106 ,2650 ,0 ,302 ,17885 
2015/8/24,4460 ,8180 ,1900 ,1600 ,4721 ,89 ,2890 ,0 ,222 ,24454 
2015/8/25,2710 ,7560 ,1800 ,1500 ,4313 ,89 ,2570 ,0 ,181 ,21091 
2015/8/26,2850 ,7370 ,1500 ,1500 ,4113 ,103 ,2400 ,0 ,172 ,20465 
2015/8/27,3760 ,7860 ,1700 ,1900 ,4068 ,108 ,2800 ,0 ,198 ,22892 
2015/8/28,2830 ,7640 ,1700 ,1500 ,3970 ,103 ,2700 ,0 ,201 ,21234 
2015/8/29,3310 ,7290 ,1500 ,1400 ,3886 ,103 ,2000 ,0 ,153 ,20131 
2015/8/30,1880 ,5300 ,1300 ,1100 ,2074 ,110 ,1380 ,0 ,138 ,13587 
2015/8/31,2800 ,7730 ,1600 ,1400 ,3840 ,113 ,2750 ,0 ,176 ,20852 
2015/9/1,3040 ,7590 ,1600 ,1400 ,4334 ,118 ,3170 ,0 ,181 ,21979 
2015/9/2,3610 ,3630 ,1700 ,1500 ,5316 ,110 ,3260 ,0 ,278 ,24385 
2015/9/3,3880 ,5260 ,1800 ,1400 ,4167 ,110 ,3120 ,0 ,320 ,23300 
2015/9/4,3750 ,7740 ,1900 ,1500 ,4173 ,106 ,3570 ,0 ,353 ,23617 
2015/9/5,3880 ,7190 ,1700 ,1300 ,3476 ,101 ,2700 ,0 ,310 ,21189 
2015/9/6,4850 ,6170 ,1300 ,1600 ,2748 ,110 ,1890 ,0 ,242 ,19407 
